text,date,newspaper,likes,retweets,lang,period
"Climate change and inequality converge in Los Angeles, where officials see the baking sun as a growing crisis and shade as a precious commodity https://t.co/H5AlUHyYqz",2019-12-02 05:40:04+00:00,nytimes,1176,335,en,precovid
The Mexican authorities on Sunday detained several suspects implicated in the massacre of 9 members of a Mormon sect in early November https://t.co/TfT8XexjEl,2019-12-02 05:20:02+00:00,nytimes,180,55,en,precovid
"""Watchmen"" Season 1, Episode 7 recap: This week filled in the blanks on Angela’s origin story https://t.co/d4S8XmK5Ng",2019-12-02 05:10:02+00:00,nytimes,157,33,en,precovid
"One year into his term, President Andrés Manuel López Obrador faces a stagnant economy and spiraling violence, but he continues to enjoy vast approval in Mexico https://t.co/HBCeEWRYRJ",2019-12-02 04:45:06+00:00,nytimes,193,71,en,precovid
"Amazon removed from its marketplace holiday ornaments, a bottle opener and other products displaying images of the Nazi concentration camp Auschwitz after widespread outrage https://t.co/PUlXMU0NAU",2019-12-02 04:30:17+00:00,nytimes,470,163,en,precovid
"Prince Charles has long pushed for a more streamlined British royal family, with fewer members carrying out official duties. In the wake of the Prince Andrew TV debacle, that shift has begun to happen. https://t.co/Ets0IMO1Tr",2019-12-02 04:15:47+00:00,nytimes,855,206,en,precovid
"A blocked pipe sent sewage flooding into 300 homes in a Queens neighborhood on Saturday, according to officials. The cause of the blockage is under investigation but officials are expected to focus on whether cooking grease was poured down a drain. https://t.co/5WgfnGYS7J",2019-12-02 03:45:29+00:00,nytimes,113,60,en,precovid
"""I know so many people who said they woke up when Trump was elected. Well, they shouldn’t have been asleep,"" said an abortion rights supporter https://t.co/xocvLTqFDr",2019-12-02 03:15:07+00:00,nytimes,371,69,en,precovid
"Iran is experiencing its deadliest political unrest since the Islamic Revolution 40 years ago, with at least 180 people killed — and possibly hundreds more — as angry protests have been suppressed in a government crackdown of unbridled force.
https://t.co/eFL80AvRhx",2019-12-02 02:54:20+00:00,nytimes,526,405,en,precovid
Lawyers for President Trump said on Sunday that they would not participate in the House Judiciary Committee’s first public impeachment hearing on Wednesday https://t.co/Gsi4lHGC5m,2019-12-02 02:30:03+00:00,nytimes,180,63,en,precovid
"Leonardo DiCaprio released a statement after Brazilian President Jair Bolsonaro falsely accused him of funding the fires recently set in the Amazon rainforest. “I support the people of Brazil working to save their natural and cultural heritage,” he said. https://t.co/2MTXGGQX3r",2019-12-02 02:25:46+00:00,nytimes,2464,511,en,precovid
"More than 2 years after a car bomb killed Malta’s best-known investigative journalist, prosecutors on Saturday charged a wealthy Maltese businessman with complicity in her murder and other crimes https://t.co/byGN4QI65Y",2019-12-02 02:02:23+00:00,nytimes,285,147,en,precovid
"A Starbucks statement said that the barista “wrote this offensive word,” used “poor judgment” and was ultimately fired for violating company policy https://t.co/941at1aMhX",2019-12-02 01:30:49+00:00,nytimes,357,62,en,precovid
"This is basically a recipe for a huge, sliceable Girl Scout cookie. (You're welcome.) https://t.co/xKa7ewwsLv",2019-12-02 01:00:10+00:00,nytimes,835,117,en,precovid
"In Opinion

The Editorial Board writes, “The rise of the epithet 'fake news' as a weapon is occurring at an already perilous moment for the supply of information about the world as it truly is” https://t.co/Vg6oK7cTlO",2019-12-02 00:30:07+00:00,nytimes,320,159,en,precovid
"After years of American pressure, China is taking steps to shut off the illicit supply of fentanyl. But experts and officials in the U.S. warned that it is far too soon to declare a victory. https://t.co/ykS9eqt3R6",2019-12-02 00:00:10+00:00,nytimes,146,49,en,precovid
"Ali Awow fled civil war at home and spent a year in a refugee camp in Kenya before making his way to Southern California. Now he is running a custom clothing shop. “I’ve always preferred to work on my own to support my family,” he said. https://t.co/ZELH1shC8M",2019-12-01 23:30:08+00:00,nytimes,216,55,en,precovid
"A dozen family members were returning home from a hunting trip in South Dakota when their small plane, flying in blizzard-like conditions, crashed shortly after takeoff on Saturday. 9 people, including 2 children, were killed, the authorities said. https://t.co/EdZ1IxiJ60",2019-12-01 23:00:04+00:00,nytimes,121,70,en,precovid
The authorities in New Orleans are investigating a shooting that left at least 10 people wounded early on Sunday during a weekend of a popular football game that draws many visitors https://t.co/rPpTcjPagC,2019-12-01 22:30:14+00:00,nytimes,105,54,en,precovid
President Trump has focused on blocking unauthorized crossings on the Southern border of the U.S. But nearly half of those who are in the U.S. unlawfully entered with permission. https://t.co/hjTRWrmZJO,2019-12-01 22:15:04+00:00,nytimes,364,139,en,precovid
"A 65-year-old Maine man was fatally shot after he triggered a booby trap he had set in his house, according to the authorities https://t.co/KWtqiclvLk",2019-12-01 22:00:05+00:00,nytimes,376,116,en,precovid
"Chinese officials have cut off all contact between a detained Australian writer and democracy activist, Yang Hengjun, and his family, in what his lawyers described on Sunday as an effort to “break” Yang and force him to confess to being a spy https://t.co/5YaPRYKGek",2019-12-01 21:40:06+00:00,nytimes,835,779,en,precovid
"""Just as surprising as the prescription itself was the fact that presumably anyone with knowledge of my date of birth could pick it up,"" writes Ginia Bellafante https://t.co/rCGOUXBojW",2019-12-01 21:20:07+00:00,nytimes,118,32,en,precovid
"20 years after the Good Friday Agreement ended the Troubles, Northern Ireland has one of the highest suicide rates in the world. Experts say a leading cause is PTSD. https://t.co/cVUtPMUhTl",2019-12-01 21:00:13+00:00,nytimes,296,170,en,precovid
"With the House Judiciary Committee set to begin impeachment hearings on Wednesday and President Trump enmeshed in legal battles on other fronts, Jay Sekulow has emerged as one of Trump’s most trusted advisers and loyal defenders in the news media https://t.co/fFNzj2rL0N",2019-12-01 20:40:07+00:00,nytimes,79,34,en,precovid
"The storm, which is expected to linger until Tuesday morning, could bring 3 to 6 inches of snow to Boston, and 7 to 11 inches to areas away from the coasts, the National Weather Service said https://t.co/WMMT6OD8ie",2019-12-01 20:20:03+00:00,nytimes,138,45,en,precovid
"Iran is experiencing its deadliest political unrest since the Islamic Revolution 40 years ago, with at least 180 people killed — and possibly hundreds more — as angry protests have been suppressed in a government crackdown of unbridled force.
https://t.co/WTrFV6U1h4",2019-12-01 20:00:06+00:00,nytimes,245,199,en,precovid
"Marilyn Saviola, who after childhood polio left her a quadriplegic spent much of her adult life advocating for people with disabilities, died on November 23 at her home in Brooklyn. She was 74. https://t.co/Vz6X50d6V9",2019-12-01 19:40:07+00:00,nytimes,363,104,en,precovid
"In the spring, the House Judiciary Committee had been leading the debate over whether to impeach President Trump, long before the Ukraine affair. Now, months later, it returns to the national stage in the U.S. to draft and debate articles of impeachment. https://t.co/bzfOhsWgKx",2019-12-01 19:20:03+00:00,nytimes,171,36,en,precovid
"Venezuela’s 6-year economic crisis is hollowing out the country’s school system — for decades, an engine that made the country one of the most upwardly mobile in the region. “An entire generation is being left behind,” an education researcher said. https://t.co/BlFjami66r",2019-12-01 19:00:04+00:00,nytimes,214,207,en,precovid
"A Starbucks statement said that the barista “wrote this offensive word,” used “poor judgment” and was ultimately fired for violating company policy https://t.co/zu9ZAy85Ea",2019-12-01 18:40:04+00:00,nytimes,482,100,en,precovid
"Julian Assange, the WikiLeaks founder, is scheduled to testify remotely later this month before a Spanish judge in a criminal case accusing a Spanish security company of eavesdropping on him illegally https://t.co/2PULOQ3nxw",2019-12-01 18:30:05+00:00,nytimes,96,48,en,precovid
"More than 2 years after a car bomb killed Malta’s best-known investigative journalist, prosecutors on Saturday charged a wealthy Maltese businessman with complicity in her murder and other crimes https://t.co/tufk7Wji0X",2019-12-01 18:00:07+00:00,nytimes,376,168,en,precovid
Amazon’s convenience made it a juggernaut. But a look at Baltimore shows how the company may now reach into Americans’ daily lives in more ways than any corporation in history. https://t.co/rWHuqaIChL,2019-12-01 17:45:06+00:00,nytimes,119,49,en,precovid
"A Hawaii man accused of cyberstalking and tormenting a Utah woman and her father by sending hundreds of food deliveries, unwanted service providers and prostitutes to their home was apprehended in Honolulu by the FBI https://t.co/m1wuA1ap5q",2019-12-01 17:30:07+00:00,nytimes,372,146,en,precovid
"A storm delivering up to a foot of snow to parts of New York, Connecticut and New Jersey is expected to land in the region on Sunday morning and continue through Monday night https://t.co/xSjr6PTasP",2019-12-01 17:15:02+00:00,nytimes,188,65,en,precovid
"Sunday's week 13 action of the NFL season is about to kick off. 

Become a playoff picture expert and explore the @UpshotNYT analysis of which teams have the best chance to make the postseason. https://t.co/aVrC45N3Zd",2019-12-01 17:00:11+00:00,nytimes,52,20,en,precovid
"Prince Charles has long pushed for a more streamlined British royal family, with fewer members carrying out official duties. In the wake of the Prince Andrew TV debacle, that shift has begun to happen. https://t.co/Te7VZdnZgF",2019-12-01 16:45:04+00:00,nytimes,570,152,en,precovid
"The authorities in New Orleans are investigating a shooting that left at least 11 people wounded early on Sunday, the police said https://t.co/ereUjNg0jO",2019-12-01 16:30:09+00:00,nytimes,83,60,en,precovid
"White House Memo: “When Mr. Trump pulled off an unannounced trip to an American air base here on Thanksgiving Day — a secret that held until the White House lifted a news embargo from Afghanistan — his aides were delighted,” writes @michaelcrowley https://t.co/CstwzmieOq",2019-12-01 16:15:06+00:00,nytimes,114,33,en,precovid
"President Trump’s handling of the case of Chief Petty Officer Edward Gallagher has distressed active-duty and retired officers. His intervention, some said, emboldens war criminals and erodes the order of a professional military. https://t.co/ojF0pJ5ee9",2019-12-01 16:00:02+00:00,nytimes,3843,1710,en,precovid
"Leonardo DiCaprio released a statement after Brazilian President Jair Bolsonaro falsely accused him of funding the fires recently set in the Amazon rainforest. “I support the people of Brazil working to save their natural and cultural heritage,” he said. https://t.co/2LrF81Osvs",2019-12-01 15:45:06+00:00,nytimes,1955,467,en,precovid
A new Visual Investigation from The New York Times reveals evidence that Russian warplanes committed 2 of the bloodiest attacks on Syrian civilians in 2019 https://t.co/bEHb0EIn1e,2019-12-01 15:30:05+00:00,nytimes,174,128,en,precovid
"A blocked pipe sent sewage flooding into 300 homes in a Queens neighborhood on Saturday, according to officials. The cause of the blockage is under investigation but officials are expected to focus on whether cooking grease was poured down a drain. https://t.co/lMqsEuswRH",2019-12-01 15:20:05+00:00,nytimes,112,53,en,precovid
"A small plane flying in blizzard-like conditions crashed shortly after takeoff on Saturday in South Dakota, killing 9 people, including 2 children, the authorities said https://t.co/RRvINckynx",2019-12-01 15:10:06+00:00,nytimes,138,47,en,precovid
"Ilyse Hogue, president of the abortion rights organization NARAL Pro-Choice America, said that independent clinics ""absolutely"" need to be better funded, but that ultimately protecting the clinics depends on bigger changes. https://t.co/9F8F0YbD3U https://t.co/P3yweXM75h",2019-12-01 14:47:50+00:00,nytimes,125,43,en,precovid
"Gloria Gray said she couldn't afford to give the West Alabama Women's Center staff raises or pay for a $20,000 fence to keep the daily protesters off the property. She also said she can't find a physician to replace her aging medical director. https://t.co/9F8F0YbD3U https://t.co/1xYXjfg1Zb",2019-12-01 14:44:25+00:00,nytimes,144,47,en,precovid
"Gloria Gray leads the West Alabama Women’s Center, an independent clinic that performed more than half of all the abortion procedures in Alabama last year. Planned Parenthood’s two clinics performed none. https://t.co/9F8F0YbD3U https://t.co/zBs8QzT57b",2019-12-01 14:39:05+00:00,nytimes,155,44,en,precovid
"Independent clinics — unaffiliated with Planned Parenthood — perform about 60% of America’s abortion procedures, according to groups that track the data. Those clinics have essentially no lobbying or political power. https://t.co/9F8F0YbD3U",2019-12-01 14:32:55+00:00,nytimes,221,77,en,precovid
"""We were screaming at the top of our lungs, everything is not fine, please pay attention,"" said Kwajelyn Jackson, executive director of the Feminist Women’s Health Center, an independent clinic in Atlanta that has provided abortions since 1976. https://t.co/9F8F0YbD3U https://t.co/4z1QfmlQtI",2019-12-01 14:29:21+00:00,nytimes,231,82,en,precovid
"Local activists in states like Alabama, Georgia, North Dakota and Missouri say national leaders lost touch with the ways that access to abortion was eroding in Republican strongholds. https://t.co/9F8F0YbD3U",2019-12-01 14:25:42+00:00,nytimes,112,44,en,precovid
"As Planned Parenthood and its allies have rallied the resistance, the shift in fortunes in the abortion wars has been mostly attributed to the right’s well-executed game plan. Less attention has been paid to the left’s role in its own loss of power. https://t.co/9F8F0YbD3U https://t.co/X3sbqWf7UJ",2019-12-01 14:24:01+00:00,nytimes,103,39,en,precovid
"For abortion opponents, this moment was years in the making. Set back when President Obama took office, they focused on delivering state legislatures and gerrymandered districts into Republican control, and were largely successful. https://t.co/9F8F0YbD3U https://t.co/HgmH8udkuz",2019-12-01 14:20:02+00:00,nytimes,93,50,en,precovid
"In a six-month period this year, states across the South and Midwest passed 58 abortion restrictions. Alabama banned the procedure almost entirely. Lawmakers in Ohio introduced a similar bill shortly before Thanksgiving. https://t.co/9F8F0YbD3U https://t.co/S5zbkeePu7",2019-12-01 14:13:57+00:00,nytimes,135,73,en,precovid
Abortion rights supporters in the U.S. are grappling with a new reality: Nationwide access to abortion is more vulnerable than it has been in decades. https://t.co/9F8F0YbD3U https://t.co/9wF48V3sfz,2019-12-01 14:10:36+00:00,nytimes,399,107,en,precovid
"She had packed the pin away in 1973 as a relic of a battle fought and won: the image of a black coat hanger, slashed out by a red line. Then this spring, Sharon Wood did what she never imagined she would need to do again. She dug it out and pinned it on. https://t.co/fka9CC8RJt",2019-12-01 14:01:04+00:00,nytimes,3231,930,en,precovid
"""It goes with everything,"" said one Atlanta lawyer who starts stockpiling his favorite flavor in September. ""Jell-O is a processed joy.""
https://t.co/6LjazrFPz8""",2019-12-01 13:33:01+00:00,nytimes,179,28,en,precovid
"A tradition can be many things — for some, it's food. For others, it's faith. For many, family. Farah Al Qasimi and Liana Aghajanian drove from Hamtramck, Michigan to Canterbury, New Hampshire, to see what makes a tradition uniquely American. https://t.co/zDLe8mAUUI",2019-12-01 13:01:36+00:00,nytimes,121,29,en,precovid
"Sticky, spicy and full of cranberries: Here's a gingerbread that goes well with whipped cream or crème fraîche — spiked with a little bourbon if you like https://t.co/Go6SqW8vRR",2019-12-01 12:30:07+00:00,nytimes,542,100,en,precovid
"It wasn’t a ski trip, it was a “ski safari” — a journey that involved crisscrossing scenic towns and valleys, then sleeping at a different alpine inn each night
https://t.co/XYUZ6hmgir",2019-12-01 11:49:59+00:00,nytimes,210,43,en,precovid
"As a Pop artist who was also an actress and broadcast journalist, Pauline Boty personified the freewheeling cultural scene known as Swinging London https://t.co/d4bY3V5aPK",2019-12-01 11:18:26+00:00,nytimes,143,33,en,precovid
"In Opinion

@MargaretRenkl writes, “These women are at the very heart of the essay collection that was about to send me out on a book tour, and one day it finally dawned on me that their wedding rings would make the perfect talismans against fear.” https://t.co/Y6geflJeJG",2019-12-01 10:47:36+00:00,nytimes,118,23,en,precovid
"By day, New York’s 114,085 homeless students live in plain sight: They study on the subway and sprint through playgrounds. At night, these children sometimes sleep in squalid, unsafe rooms. School is the only stable place they know. https://t.co/vwMmwfOmLE",2019-12-01 10:15:51+00:00,nytimes,6609,2992,en,precovid
"""Like nearly every Houellebecq novel, ‘Serotonin’ should be stamped on its spine with a tiny skull and crossbones, like you used to see on bottles of poison, to keep away the devout, the unsuspecting and the pure of heart,"" writes @DwightGarner  https://t.co/21kAYs5V7q",2019-12-01 09:45:50+00:00,nytimes,107,23,en,precovid
New Yorkers have developed some of the best tricks for entertaining in a small space. Here's how it's done. https://t.co/bU4rn1eI6c,2019-12-01 09:13:58+00:00,nytimes,292,47,en,precovid
"Zhao Shuzhen is earning Oscar buzz for her work as the matriarch Nai Nai in ""The Farewell.""

""To have started at 16 and now be at an old age and still be acting,"" she said, ""I’m just grateful for it."" https://t.co/3ffJ5Av3c2",2019-12-01 08:43:06+00:00,nytimes,361,51,en,precovid
"Writer-director Noah Baumbach discusses his latest work, “Marriage Story,"" and what it was like showing it to his ex-wife https://t.co/cvD6t6jtH8",2019-12-01 08:12:40+00:00,nytimes,153,20,en,precovid
"You might want to think twice before plugging in at an airport or on the train. Public USB ports and cables can be loaded with malware that infects devices, giving hackers a way in. https://t.co/JCkDwSH7NM",2019-12-01 07:40:25+00:00,nytimes,578,424,en,precovid
"Our critic @Poniewozik named the 3rd season of ""The Crown"" a NYT Critic's Pick. He writes that it “delivers 10 entertaining episodes of personal history that are equal parts political, poignant and juicy.” https://t.co/4lDqCDO1d3",2019-12-01 07:09:26+00:00,nytimes,297,62,en,precovid
"In Opinion

Columnists Gail Collins and Bret Stephens try to answer, ""Are we in Media World just completely misreading the mood in the rest of America regarding this impeachment inquiry?"" https://t.co/IdBLRMFwd9",2019-12-01 06:37:58+00:00,nytimes,203,50,en,precovid
"Medicare revamped its reimbursement policy for physical, occupational and speech therapy in nursing homes. That has left some patients with less help. https://t.co/7whS5s9A2Y",2019-12-01 06:06:55+00:00,nytimes,150,88,en,precovid
"Acclaimed American free solo climber Brad Gobright died after falling nearly 1,000 feet while rappelling a well-known route in Mexico, the authorities said. He was 31. https://t.co/TWuyXBmFwF",2019-12-01 05:36:40+00:00,nytimes,240,78,en,precovid
"Here are the 10 most influential films of the decade, selected by The New York Times's co-chief film critics https://t.co/ToWgrWHIP2",2019-12-01 05:05:06+00:00,nytimes,708,188,en,precovid
"Here are the 10 best books of 2019, selected by the editors of The New York Times Book Review https://t.co/IelMfTB1c3",2019-12-01 04:33:18+00:00,nytimes,637,197,en,precovid
"“Like a back-seat driver, but a bit more sinister” https://t.co/Qc2ZveFwy3",2019-12-01 04:01:30+00:00,nytimes,115,40,en,precovid
"In the 1890s, German researchers began working on a new Latin dictionary. They thought they might finish in 15 or 20 years. 125 years later, they are up to the letter R. https://t.co/RSAW6YRk34",2019-12-01 03:30:47+00:00,nytimes,1712,533,en,precovid
"To celebrate the 15th anniversary of #ModernLove, and the new TV series inspired by our essays, we pulled together some greatest hits. https://t.co/eAuqswRgaE",2019-12-01 03:00:11+00:00,nytimes,445,71,en,precovid
"The ""Up"" series began in 1964 as a documentary covering class in Britain through the lives of 7-year-olds from different families. Remarkably, filmmaker Michael Apted kept the project going and has revisited the original interviewees every 7 years.
https://t.co/g0Ho3vfQkE""",2019-12-01 02:22:13+00:00,nytimes,386,72,en,precovid
"First came Netflix and Hulu. Now there's Apple, Disney and seemingly a million other providers that shape what you can watch (and how much you pay every month). Take this quiz to find out which streaming services are right for you. https://t.co/C8CJ11jB7T",2019-12-01 01:49:41+00:00,nytimes,151,48,en,precovid
"A construction worker who became a witness in a federal workplace safety investigation in the U.S. after he was injured during the collapse of a new Hard Rock Hotel in New Orleans was deported by the immigration authorities on Friday, his lawyers said https://t.co/o5zYCem6If",2019-12-01 01:17:53+00:00,nytimes,441,408,en,precovid
"If you're looking for something green to eat, Samin Nosrat called this ""the best green salad in the world"" https://t.co/9KexqYlCr7",2019-12-01 00:45:23+00:00,nytimes,337,52,en,precovid
A Texas state agency ruled that a high school teacher in Texas who was fired after she sent tweets to President Trump asking him to rid her school of undocumented immigrants should be reinstated or be paid a year’s salary https://t.co/gxZNFj4GcT,2019-12-01 00:13:04+00:00,nytimes,471,197,en,precovid
"Make this creamy, tropics-inspired cheesecake that can be even better if you caramelize the pineapples ahead of time https://t.co/6hMRDmVFau",2019-11-30 23:40:05+00:00,nytimes,260,35,en,precovid
"In Opinion

""Working mothers have never had it easy — but a century ago this weekend, they won a landmark victory,"" writes Mona Siegel. https://t.co/nT50NnmR4H",2019-11-30 23:20:06+00:00,nytimes,374,129,en,precovid
"Weeks after Jeffrey Epstein died, a mysterious man emerged, saying he had video evidence of powerful men abusing women inside Epstein’s homes. 2 lawyers — including the famed litigator David Boies — took the bait. https://t.co/ApunV9ukQK",2019-11-30 23:00:04+00:00,nytimes,163,71,en,precovid
"“I’m not silversmithing or painting but the music I make is still a kind of art,” said Travis Mose, the vocalist for The Wanderers, a Navajo country band. “This music touches our people inside.” https://t.co/52KNwYcNrO",2019-11-30 22:45:05+00:00,nytimes,130,43,en,precovid
"Serve this creamy, runny-centered, pastry-wrapped baked brie at your next party and watch your guests cluster around it https://t.co/N2KWnxICiA",2019-11-30 22:30:07+00:00,nytimes,204,36,en,precovid
"The personal and campaign Twitter accounts for Danielle Stella, a Republican candidate hoping to challenge Rep. Ilhan Omar next year, were permanently suspended for “repeated violations” of the platform’s rules, Twitter said on Saturday https://t.co/tmzNd1v9eu",2019-11-30 22:14:03+00:00,nytimes,794,152,en,precovid
"Women have long lacked support in the art world, experts say. An initiative at the Baltimore Museum of Art is trying to change that. https://t.co/dNBjO3mIYk",2019-11-30 22:00:12+00:00,nytimes,172,58,en,precovid
"John Kerry has formed a new bipartisan coalition, named World War Zero, to push for public action to combat climate change. Their goal is to hold more than 10 million “climate conversations” in the coming year with Americans across the political spectrum. https://t.co/wZWGYWOxD3",2019-11-30 21:40:05+00:00,nytimes,8908,2034,en,precovid
"A construction worker who became a witness in a federal workplace safety investigation in the U.S. after he was injured during the collapse of a new Hard Rock Hotel in New Orleans was deported by the immigration authorities on Friday, his lawyers said https://t.co/DTma6VH0C2",2019-11-30 21:20:05+00:00,nytimes,775,850,en,precovid
"The authorities in Arizona have recovered the bodies of 2 children and are continuing to search for another missing child after a vehicle in which 9 people were traveling was swept away in a flooded creek on Friday, officials said https://t.co/XlhNFmgpki",2019-11-30 21:10:01+00:00,nytimes,85,26,en,precovid
"In Opinion

Annalee Newitz writes, “Facebook and Twitter are slowly imploding. And before they’re finally dead, we need to think about what the future will be like after social media so we can prepare for what comes next.” https://t.co/Z0Ube2dTdW",2019-11-30 21:00:16+00:00,nytimes,558,204,en,precovid
"In the 1890s, German researchers began working on a new Latin dictionary. They thought they might finish in 15 or 20 years. 125 years later, they are up to the letter R. https://t.co/R5EnAuVDua",2019-11-30 20:40:05+00:00,nytimes,866,297,en,precovid
"""I want to make sure, and the country should want to make sure, that our voting machines are the best they can be,"" said Rebecca Rhynhart, the city controller in Philadelphia https://t.co/UFH94bnjr2",2019-11-30 20:20:04+00:00,nytimes,173,65,en,precovid
"Several Times Square security officers have been doing double duty as “public art ambassadors” for the Kehinde Wiley monument “Rumors of War,” which ends its New York residency this weekend https://t.co/VuIJZyf665",2019-11-30 20:00:09+00:00,nytimes,112,32,en,precovid
"Medicare revamped its reimbursement policy for physical, occupational and speech therapy in nursing homes. That has left some patients with less help. https://t.co/3se9qqMmeD",2019-11-30 19:40:01+00:00,nytimes,127,93,en,precovid
Amazon’s convenience made it a juggernaut. But a look at Baltimore shows how the company may now reach into Americans’ daily lives in more ways than any corporation in history. https://t.co/lEpb8ckyr7 https://t.co/uG6cME03tl,2019-11-30 19:30:08+00:00,nytimes,98,43,en,precovid
"In recent years, New York City has been quietly undergoing an industrial transformation https://t.co/Im0xP0oQiv",2019-11-30 19:20:04+00:00,nytimes,117,43,en,precovid
"On Saturday, Britain grappled with the aftermath of another terrorist attack in the heart of London just as the Islamic State claimed responsibility. 2 people were killed and at least 3 were wounded on Friday. https://t.co/RkjwkWjjqP",2019-11-30 19:10:04+00:00,nytimes,118,39,en,precovid
"The Jazzy Jumpers, a double Dutch team, have competed around the world. But they are rooted in Brownsville, Brooklyn, providing a safe haven for the neighborhood’s children and teenagers. https://t.co/7mKfNgudX4",2019-11-30 19:00:09+00:00,nytimes,239,42,en,precovid
"White House Memo: “Impeachment has served as a deterrent, a consequence that presidents had to consider when making decisions that crossed into questionable territory,” writes @peterbakernyt https://t.co/nmQGCbwcmE",2019-11-30 18:40:02+00:00,nytimes,364,115,en,precovid
"The United Automobile Workers union reached a tentative agreement on Saturday on a new labor contract with Fiat Chrysler, the last of the 3 Detroit automakers at the bargaining table https://t.co/ijefRPm4fN",2019-11-30 18:20:03+00:00,nytimes,115,38,en,precovid
"Critic’s Notebook: “A film that shows a multidimensional black woman falling in love and standing her ground as chaos churns? Sounds like an accurate portrayal of black womanhood,” writes Gina Cherelus of “Queen &amp; Slim” https://t.co/x9RiVS6YVu",2019-11-30 18:00:13+00:00,nytimes,334,67,en,precovid
The question of “to fight or not to fight” represents a stylistic divide among Democratic candidates that has been playing out for nearly a year in the 2020 presidential race https://t.co/bLS2qhrE1L,2019-11-30 17:40:05+00:00,nytimes,118,33,en,precovid
We talked to college football fans about brain damage and the game they love https://t.co/wBf0eSW19m https://t.co/pbaeLayhdy,2019-11-30 17:20:06+00:00,nytimes,103,31,en,precovid
Prime Minister Adel Abdul Mahdi of Iraq submitted his resignation to Parliament on Saturday and planned to ask lawmakers in a televised national address to act quickly to replace him https://t.co/THWT76Sgbm,2019-11-30 17:00:11+00:00,nytimes,112,52,en,precovid
A Texas state agency ruled that a high school teacher in Texas who was fired after she sent tweets to President Trump asking him to rid her school of undocumented immigrants should be reinstated or be paid a year’s salary https://t.co/phuku0EA8g,2019-11-30 16:40:02+00:00,nytimes,1532,648,en,precovid
"A winter storm is predicted to move into the Northeast in the U.S., bringing with it heavy snow and gusty winds starting on Sunday https://t.co/NPJOQ4fKQN",2019-11-30 16:20:08+00:00,nytimes,173,53,en,precovid
Read more about Amazon’s impact in Baltimore here: https://t.co/j6122XbMuJ,2019-11-30 16:18:38+00:00,nytimes,49,22,en,precovid
"There’s an unexpected development in the area where Amazon got its start: books. Though Amazon has decimated bookstores like Borders and Barnes &amp; Noble in Baltimore, that has made room for a small hard band of independent bookstores. https://t.co/j6122XbMuJ https://t.co/4f5pjEs8oe",2019-11-30 16:17:50+00:00,nytimes,108,41,en,precovid
"Amazon recently opened a 2nd delivery station in Baltimore. Every such station Amazon opens means that about 40,000 packages a day, previously delivered by the USPS and other carriers, shift to Amazon’s operation, a supply chain consultant said. https://t.co/UNvRmXqvXC https://t.co/Obbax81RKm",2019-11-30 16:15:10+00:00,nytimes,44,18,en,precovid
Baltimore also offers a glimpse of Amazon’s major push into territory it has not yet conquered: purchasing by government and other institutions that relies on competitive bids and fixed-price contracts https://t.co/j6122XbMuJ https://t.co/j12EK2XG1O,2019-11-30 16:09:01+00:00,nytimes,57,18,en,precovid
"In a city that has shed many industrial jobs, Amazon gets plenty of applicants in Baltimore. But workers at Amazon who run into trouble have no unions to represent them — a shift from Baltimore’s past. https://t.co/j6122XbMuJ",2019-11-30 16:07:01+00:00,nytimes,67,25,en,precovid
"For most people, it’s the click that brings a package to their door. But a look at Baltimore shows how Amazon may now reach into Americans’ daily lives in more ways than any corporation in history, reports @ScottShaneNYT. https://t.co/j6122XbMuJ",2019-11-30 16:00:05+00:00,nytimes,226,71,en,precovid
"Months after the Supreme Court blocked a census question on citizenship, disclosures have sharpened questions about whether Republican Party politics drove the effort to add the question, and whether the Trump administration tried to conceal that in court https://t.co/pQ043UgPrw",2019-11-30 15:45:06+00:00,nytimes,227,101,en,precovid
"The scientist Dr. Janette Sherman has died at 89. A chemist by training, she took up toxicology and helped pinpoint how hazardous substances, toxic chemicals and nuclear radiation could lead to cancer, birth defects and other diseases. https://t.co/eCeXRx38S0",2019-11-30 15:28:03+00:00,nytimes,1208,365,en,precovid
"In Opinion

""Adrenalin is the most exhausting form of energy. Fear is a survival instinct as long as panic does not supplant it. I climbed without feeling the effort, leaping from boulder to boulder, but growing more parched,"" writes Roger Cohen. https://t.co/It7JOSxuqn",2019-11-30 15:10:03+00:00,nytimes,148,36,en,precovid
"The authorities in Arizona were searching on Friday for 3 children after a vehicle in which 9 people were riding was swept away in a flooded creek in Gila County, officials said https://t.co/5pCyZa9Trb",2019-11-30 14:51:05+00:00,nytimes,87,31,en,precovid
"“We’re journalists. There’s nothing that piques our curiosity more than a bunch of rich, powerful people saying, ‘There’s nothing to see here.’ So we started digging.”

Watch @TheWeekly on Sunday at 10/9C on @FXNetworks and Monday on @hulu. https://t.co/fAuUtcail5",2019-11-30 14:41:03+00:00,nytimes,330,100,en,precovid
"Their story reveals the extraordinary, at times deceitful measures elite lawyers deploy in an effort to get evidence — real or not — that could help win big settlements.

Those settlements often keep misconduct hidden, allowing perpetrators to abuse again. https://t.co/p0X86IBfL2",2019-11-30 14:39:01+00:00,nytimes,252,104,en,precovid
