text,date,newspaper,likes,retweets,lang,period
There is no overstating how special this holiday extravagance can be. https://t.co/Whf2y7Rr5d,2019-12-30 01:22:46+00:00,nytimes,157,37,en,precovid
"California has a thriving economy with record low unemployment and a surplus of well-paying jobs. But it also has a pernicious housing and homeless problem and an increasingly destructive fire season that is a preview of climate change’s potential effects.
https://t.co/RpgZ2mmneh",2019-12-30 01:00:12+00:00,nytimes,885,309,en,precovid
"She has never experienced pain or anxiety, even during childbirth and surgery. Scientists this year finally figured out why. https://t.co/bFojPY9ILd",2019-12-30 00:15:15+00:00,nytimes,1238,306,en,precovid
"""If I have bathtub wherever I am, I get a bag of ice and fill it. I sit in the ice bath for two to three minutes or, really, as long as I can stand."" Earlier this year, Shailene Woodley told us about her self-care rituals. https://t.co/bK7JfVjVxR",2019-12-29 23:52:52+00:00,nytimes,567,68,en,precovid
"Because this cake is completely about the chocolate, choose one you love https://t.co/aUNxAFdPx9",2019-12-29 23:30:05+00:00,nytimes,361,64,en,precovid
"In Opinion

Pamela Paul writes, ""When you reach your breaking point, boredom teaches you to respond constructively, to make something happen for yourself. But unless we are faced with a steady diet of stultifying boredom, we never learn how."" https://t.co/WZf8jFXIAz",2019-12-29 23:09:31+00:00,nytimes,1023,255,en,precovid
"Brad Pitt had 2 big performances this year in “Once Upon a Time … in Hollywood” and now “Ad Astra.” In an earlier interview, he opened up about sobriety and his Alcoholics Anonymous recovery group. https://t.co/7paivt8Snu",2019-12-29 22:48:29+00:00,nytimes,1540,189,en,precovid
"Tens of thousands of people work for apps like Seamless, GrubHub, Uber Eats and Postmates, crisscrossing New York City to make food deliveries. Our reporter spent 27 hours biking as a food app deliveryman — with a camera on his chest. This is what he saw. https://t.co/IVBuaroG49",2019-12-29 22:17:06+00:00,nytimes,295,98,en,precovid
".@EricLiptonNYT, @maggieNYT, and @MarkMazzettiNYT reported this story with interviews with dozens of current and former administration officials and aides, previously undisclosed emails, and thousands of pages of impeachment testimony. Read the full story:
https://t.co/sMCtplCkO1",2019-12-29 22:13:22+00:00,nytimes,243,117,en,precovid
"It wasn't just career professionals who opposed the freeze. In the Oval Office, Secretary of State Mike Pompeo, Defense Secretary Mark Esper and National Security Adviser John Bolton had made the case to Trump that freeing up the money was the right thing to do. He refused again. https://t.co/gsUq3Uc1lB",2019-12-29 22:13:22+00:00,nytimes,412,204,en,precovid
"Tensions grew quickly between those working to execute the hold on military aid and the Pentagon. In September, after the freeze had become public and scrutiny was increasing, the blame game inside the administration was in full swing. https://t.co/sMCtplCkO1 https://t.co/mGjxksqjqL",2019-12-29 22:11:30+00:00,nytimes,146,68,en,precovid
"By mid-August, White House aides were searching for a legal rationale to continue the freeze on the aid into the fall. Facing a deadline from the Pentagon, Mulvaney attempted to schedule a call with Trump. He was out that morning playing golf. https://t.co/aWfj2zRQph",2019-12-29 22:11:29+00:00,nytimes,141,71,en,precovid
Both Mulvaney and Blair have declined to cooperate with impeachment investigators. Mulvaney told associates he stepped away whenever Trump spoke with Rudy Giuliani and thus had little knowledge about their Ukraine efforts. Fiona Hill's congressional testimony has disputed that.,2019-12-29 22:11:27+00:00,nytimes,181,83,en,precovid
"Yes, the security aid could likely be stopped, Blair replied to Mulvaney. But there would be consequences. https://t.co/sMCtplCkO1 https://t.co/vrE2A8H4d1",2019-12-29 22:11:27+00:00,nytimes,135,66,en,precovid
"8 days later, the acting White House chief of staff Mick Mulvaney, aboard Air Force One with Trump on their way to a summit, dashed off an email to Washington to ask about the status of the freeze. https://t.co/sMCtplCkO1 https://t.co/BzNZp1shJ1",2019-12-29 22:11:26+00:00,nytimes,144,67,en,precovid
